student_id,name,background,skills,interests
977,Karen977,Mathematics,"Excel, JavaScript, C++, ML","AI, IoT"
978,Frank978,Mechanical Eng.,"Statistics, CSS","VLSI, Cybersecurity, IoT"
979,Bob979,Business Analytics,"Power BI, Cybersecurity","VLSI, Data Science, Deep Learning"
980,Diana980,Physics,"HTML, Statistics",Analytics
981,Alice981,Mechanical Eng.,"IoT, ML, NLP, Excel, TensorFlow","Embedded Systems, Automation"
982,Paul982,IT,"ML, HTML, IoT, Power BI, Cybersecurity",IoT
983,Eva983,Mechanical Eng.,"Verilog, Cybersecurity, DL, Arduino, Excel","Analytics, Machine Learning"
984,Tina984,Mathematics,"C++, Excel, Cloud, Statistics","AI, Cloud Computing"
985,Oscar985,IT,"VHDL, Power BI, SQL","VLSI, IoT"
986,Diana986,Physics,"TensorFlow, C++, HTML","Automation, Robotics"
987,Alice987,Business Analytics,"ML, MATLAB, Cybersecurity","Machine Learning, AI"
988,Jack988,Business Analytics,"Python, VHDL, Statistics, CSS, JavaScript","Analytics, Machine Learning, Data Science"
989,Eva989,IT,"Cloud, Statistics, MATLAB, HTML","Cybersecurity, IoT"
990,Eva990,Electrical Eng.,"Cloud, Statistics, Excel, Arduino, SQL","Automation, Machine Learning, Deep Learning"
991,Alice991,Electrical Eng.,"Cloud, Python, DL, Power BI","Analytics, Software Development, Data Science"
992,Charlie992,IT,"JavaScript, IoT, CSS, VHDL, Verilog","Cloud Computing, Cybersecurity, Automation"
993,Frank993,Mechanical Eng.,"Java, SQL",VLSI
994,Bob994,Business Analytics,"Verilog, Cybersecurity, Statistics",VLSI
995,Oscar995,Computer Science,"ML, CSS, TensorFlow, MATLAB","Cloud Computing, Analytics"
996,Mona996,Mathematics,"DL, Cloud, Java, TensorFlow, Excel","Cloud Computing, Analytics"
997,Karen997,IT,"Excel, Java, IoT","Robotics, VLSI"
998,Alice998,Physics,"Excel, R","VLSI, Data Science, Robotics"
999,Ivy999,Mathematics,"SQL, Cloud, DL","IoT, Software Development, Deep Learning"
1000,Paul1000,Physics,"Cloud, DL, VHDL, C++, Python",Robotics
